iter	Logloss
197	0.1034968055
198	0.102913675
199	0.1027881956
200	0.1023295845
201	0.1018377303
202	0.1014588777
203	0.101283638
204	0.1010511424
205	0.1002392799
206	0.09958233459
207	0.09935274703
208	0.09913969664
209	0.09880247455
210	0.09810600137
211	0.09787236955
212	0.09769768189
213	0.09756069804
214	0.09713747601
215	0.09636154781
216	0.09610645956
217	0.09521782654
218	0.09511934639
219	0.09475713577
220	0.09403431922
221	0.09385200658
222	0.09358261851
223	0.09292937983
224	0.09259510454
225	0.0922241439
226	0.09161850073
227	0.09107293042
228	0.09048625834
229	0.09029819969
230	0.08987294961
231	0.08957260579
232	0.08901484288
233	0.08853921249
234	0.08819788388
235	0.08797630781
236	0.08740294055
237	0.08724016756
238	0.08683926636
239	0.08640973515
240	0.0858948935
241	0.08522397
242	0.08500349481
243	0.08476537013
244	0.08434979333
245	0.08378983657
246	0.08361597309
247	0.08322605108
248	0.08271635979
249	0.0822580761
250	0.08171363346
251	0.08115622123
252	0.08093584618
253	0.08062657365
254	0.08043718217
255	0.07985142224
256	0.07947184426
257	0.07905960264
258	0.07856398164
259	0.07787373056
260	0.07758573574
261	0.07726637062
262	0.07692150924
263	0.07659723992
264	0.07642155497
265	0.07606370422
266	0.07580454132
267	0.07553285834
268	0.07491611182
269	0.07450178434
270	0.07407625157
271	0.07372960543
272	0.07331868116
273	0.0729844896
274	0.07239506435
275	0.07217286035
276	0.07182303234
277	0.07166549964
278	0.07140943411
279	0.07089912687
280	0.07054695703
281	0.07037936914
282	0.06995892432
283	0.06956215327
284	0.06915980261
285	0.06876030516
286	0.06851862402
287	0.06836616195
288	0.06810704784
289	0.06765488747
290	0.06725072596
291	0.06709087393
292	0.06667903516
293	0.06635823471
294	0.06606171778
295	0.06584367414
296	0.06555263714
297	0.06524642721
298	0.06500632267
299	0.06467954667
300	0.06451116955
301	0.06434065253
302	0.06415807287
303	0.0638156306
304	0.063639766
305	0.06345921636
306	0.06299076343
307	0.06258010041
308	0.06229788247
309	0.06198321282
310	0.06150171347
311	0.06124685437
312	0.06107117227
313	0.0608753183
314	0.0605099381
315	0.06029263617
316	0.05989292679
317	0.05958161522
318	0.05940138931
319	0.05916506134
320	0.05898009043
321	0.05880226459
322	0.05868336309
323	0.05839075645
324	0.05816988221
325	0.05781337359
326	0.05758413754
327	0.05731861752
328	0.0571205416
329	0.05683074855
330	0.05669713159
331	0.05642970844
332	0.05615538167
333	0.0559667692
334	0.05569518126
335	0.05547823487
336	0.0552970865
337	0.05509875466
338	0.05496131029
339	0.05482948741
340	0.05472772814
341	0.05450005489
342	0.05433172382
343	0.05417543014
344	0.05383410349
345	0.05361070635
346	0.05336713499
347	0.05324841426
348	0.05314659038
349	0.05285830139
350	0.05257804137
351	0.05223650829
352	0.05209274607
353	0.05194355358
354	0.05176671304
355	0.05145935275
356	0.05136662477
357	0.05126005761
358	0.05113911754
359	0.05091334442
360	0.05051792654
361	0.05037208156
362	0.0502833315
363	0.05019767863
364	0.05010795187
365	0.04993331099
366	0.04983459181
367	0.04967851956
368	0.04959609691
369	0.04949188966
370	0.04934147623
371	0.04926129056
372	0.04916362767
373	0.04904754955
374	0.04882719414
375	0.04863997874
376	0.04846323502
377	0.04837842887
378	0.04816857888
379	0.04804867766
380	0.04792348072
381	0.0478189289
382	0.04768856884
383	0.04754128049
384	0.04733842939
385	0.04710372546
386	0.04693397611
387	0.0468537033
388	0.0467672063
389	0.04658164385
390	0.04647692317
391	0.04637579386
392	0.04620111324
393	0.04610023192
394	0.0459569273
395	0.04586871623
396	0.04573390818
397	0.04566630705
398	0.0455179366
399	0.04546479416
400	0.0453052332
401	0.0452424116
402	0.0450354558
403	0.04491288896
404	0.04480309572
405	0.04461547925
406	0.04454750525
407	0.04443134249
408	0.04421185188
409	0.04407172969
410	0.04393701587
411	0.04381727211
412	0.04373013289
413	0.04350362229
414	0.04326435543
415	0.04317422397
416	0.04309910312
417	0.04290470566
418	0.0428404744
419	0.04271144307
420	0.04257687239
421	0.04237924718
422	0.04232340978
423	0.04228663374
424	0.04223556862
425	0.0421306124
426	0.04198373541
427	0.04183818864
428	0.04171362349
429	0.0416636834
430	0.04158118418
431	0.04148774271
432	0.04140606191
433	0.0412528357
434	0.04121404157
435	0.04107738419
436	0.04102552802
437	0.04097165909
438	0.04086290035
439	0.04071099952
440	0.04058627307
441	0.04048485643
442	0.04039417045
443	0.04026505129
444	0.04023004959
445	0.04008178046
446	0.04003097575
447	0.03993514806
448	0.03968959071
449	0.03954812448
450	0.03947782437
451	0.03927188477
452	0.03914453211
453	0.0390890344
454	0.03901400552
455	0.03891999806
456	0.03886171509
457	0.03874859051
458	0.0386801619
459	0.03858673016
460	0.03849580315
461	0.03838148809
462	0.03831653563
463	0.0381479945
464	0.03805933117
465	0.03795765294
466	0.03790220027
467	0.03778534815
468	0.03770868642
469	0.03760950477
470	0.03747691379
471	0.03744417882
472	0.03735179895
473	0.0372482596
474	0.03714833379
475	0.03708192834
476	0.03703981255
477	0.03684373896
478	0.03668088306
479	0.0365452
480	0.03645259535
481	0.036422064
482	0.03639018281
483	0.0363089352
484	0.03622589004
485	0.03610935756
486	0.03601085174
487	0.03581226952
488	0.03567579122
489	0.03557710826
490	0.03548232375
491	0.03537224842
492	0.0353722646
493	0.03537082292
494	0.03534804983
495	0.03530071223
496	0.03529949878
497	0.03527083621
498	0.03513669688
499	0.03505037083
